Number,Name,Collection,Stats,User,Low,Suggested,High,Current,Current(adjusted),Share(current),Free Bet,Parlay,Monthly,ROI(monthly),ROI(no shares)
9874,Soccer ,Sports Rollbots·$568,$9.03·$32·104%,AyeZee,$757,$1.22K,$1.98K,$950,"=IFERROR(LEFT(I291,LEN(I291)-1)*10^(SEARCH(RIGHT(I291),""kmbt"")*3),I291)","=LEFT(D291,SEARCH(""·"",D291)-1)","=MID(D291,SEARCH(""·"",D291)+2,SEARCH(""·"",D291,SEARCH(""·"",D291)+1)-SEARCH(""·"",D291)-2)","=RIGHT(D291,4)",=K291+0.6*L291,=J291/N291,=J291/(0.6*L291)
2887,Soccer ,Sports Rollbots·$568,$4.51·$24·103%,AyeZee,$704,$1.13K,$1.81K,$950,"=IFERROR(LEFT(I292,LEN(I292)-1)*10^(SEARCH(RIGHT(I292),""kmbt"")*3),I292)","=LEFT(D292,SEARCH(""·"",D292)-1)","=MID(D292,SEARCH(""·"",D292)+2,SEARCH(""·"",D292,SEARCH(""·"",D292)+1)-SEARCH(""·"",D292)-2)","=RIGHT(D292,4)",=K292+0.6*L292,=J292/N292,=J292/(0.6*L292)
695,Counter-Strike ,Sports Rollbots·$568,$9.31·$38·107%,Bilkany,$851,$1.4K,$2.29K,$950,"=IFERROR(LEFT(I293,LEN(I293)-1)*10^(SEARCH(RIGHT(I293),""kmbt"")*3),I293)","=LEFT(D293,SEARCH(""·"",D293)-1)","=MID(D293,SEARCH(""·"",D293)+2,SEARCH(""·"",D293,SEARCH(""·"",D293)+1)-SEARCH(""·"",D293)-2)","=RIGHT(D293,4)",=K293+0.6*L293,=J293/N293,=J293/(0.6*L293)
3527,FIFA ,Sports Rollbots·$568,$12.3·$50·102%,johnnycash5,$758,$1.23K,$1.98K,$950,"=IFERROR(LEFT(I294,LEN(I294)-1)*10^(SEARCH(RIGHT(I294),""kmbt"")*3),I294)","=LEFT(D294,SEARCH(""·"",D294)-1)","=MID(D294,SEARCH(""·"",D294)+2,SEARCH(""·"",D294,SEARCH(""·"",D294)+1)-SEARCH(""·"",D294)-2)","=RIGHT(D294,4)",=K294+0.6*L294,=J294/N294,=J294/(0.6*L294)
5955,Cricket ,Sports Rollbots·$568,$5.37·$60·109%,Zykie,$1.01K,$1.69K,$2.83K,$950,"=IFERROR(LEFT(I295,LEN(I295)-1)*10^(SEARCH(RIGHT(I295),""kmbt"")*3),I295)","=LEFT(D295,SEARCH(""·"",D295)-1)","=MID(D295,SEARCH(""·"",D295)+2,SEARCH(""·"",D295,SEARCH(""·"",D295)+1)-SEARCH(""·"",D295)-2)","=RIGHT(D295,4)",=K295+0.6*L295,=J295/N295,=J295/(0.6*L295)
7212,Soccer ,Sports Rollbots·$568,$9.03·$32·109%,Bilkany,$899,$1.48K,$2.44K,$950,"=IFERROR(LEFT(I296,LEN(I296)-1)*10^(SEARCH(RIGHT(I296),""kmbt"")*3),I296)","=LEFT(D296,SEARCH(""·"",D296)-1)","=MID(D296,SEARCH(""·"",D296)+2,SEARCH(""·"",D296,SEARCH(""·"",D296)+1)-SEARCH(""·"",D296)-2)","=RIGHT(D296,4)",=K296+0.6*L296,=J296/N296,=J296/(0.6*L296)
2765,Table Tennis ,Sports Rollbots·$568,$8.19·$42·102%,AyeZee,$764,$1.24K,$2K,$950,"=IFERROR(LEFT(I297,LEN(I297)-1)*10^(SEARCH(RIGHT(I297),""kmbt"")*3),I297)","=LEFT(D297,SEARCH(""·"",D297)-1)","=MID(D297,SEARCH(""·"",D297)+2,SEARCH(""·"",D297,SEARCH(""·"",D297)+1)-SEARCH(""·"",D297)-2)","=RIGHT(D297,4)",=K297+0.6*L297,=J297/N297,=J297/(0.6*L297)
7335,Volleyball ,Sports Rollbots·$568,$3.15·$32·101%,Highlighted,$682,$1.09K,$1.74K,$950,"=IFERROR(LEFT(I298,LEN(I298)-1)*10^(SEARCH(RIGHT(I298),""kmbt"")*3),I298)","=LEFT(D298,SEARCH(""·"",D298)-1)","=MID(D298,SEARCH(""·"",D298)+2,SEARCH(""·"",D298,SEARCH(""·"",D298)+1)-SEARCH(""·"",D298)-2)","=RIGHT(D298,4)",=K298+0.6*L298,=J298/N298,=J298/(0.6*L298)
2770,Soccer ,Sports Rollbots·$568,$13.54·$32·108%,Bilkany,$878,$1.44K,$2.37K,$950,"=IFERROR(LEFT(I299,LEN(I299)-1)*10^(SEARCH(RIGHT(I299),""kmbt"")*3),I299)","=LEFT(D299,SEARCH(""·"",D299)-1)","=MID(D299,SEARCH(""·"",D299)+2,SEARCH(""·"",D299,SEARCH(""·"",D299)+1)-SEARCH(""·"",D299)-2)","=RIGHT(D299,4)",=K299+0.6*L299,=J299/N299,=J299/(0.6*L299)
1280,American Football ,Sports Rollbots·$568,$5.29·$40·101%,Hidden,$717,$1.15K,$1.85K,$950,"=IFERROR(LEFT(I300,LEN(I300)-1)*10^(SEARCH(RIGHT(I300),""kmbt"")*3),I300)","=LEFT(D300,SEARCH(""·"",D300)-1)","=MID(D300,SEARCH(""·"",D300)+2,SEARCH(""·"",D300,SEARCH(""·"",D300)+1)-SEARCH(""·"",D300)-2)","=RIGHT(D300,4)",=K300+0.6*L300,=J300/N300,=J300/(0.6*L300)
7312,Handball ,Sports Rollbots·$568,$3.52·$28·103%,lazyeye7,$775,$1.26K,$2.04K,$950,"=IFERROR(LEFT(I301,LEN(I301)-1)*10^(SEARCH(RIGHT(I301),""kmbt"")*3),I301)","=LEFT(D301,SEARCH(""·"",D301)-1)","=MID(D301,SEARCH(""·"",D301)+2,SEARCH(""·"",D301,SEARCH(""·"",D301)+1)-SEARCH(""·"",D301)-2)","=RIGHT(D301,4)",=K301+0.6*L301,=J301/N301,=J301/(0.6*L301)
259,Rugby ,Sports Rollbots·$568,$1.33·$36·105%,AyeZee,$824,$1.34K,$2.19K,$950,"=IFERROR(LEFT(I302,LEN(I302)-1)*10^(SEARCH(RIGHT(I302),""kmbt"")*3),I302)","=LEFT(D302,SEARCH(""·"",D302)-1)","=MID(D302,SEARCH(""·"",D302)+2,SEARCH(""·"",D302,SEARCH(""·"",D302)+1)-SEARCH(""·"",D302)-2)","=RIGHT(D302,4)",=K302+0.6*L302,=J302/N302,=J302/(0.6*L302)
1087,Basketball ,Sports Rollbots·$568,$17.55·$28·101%,Bilkany,$671,$1.07K,$1.71K,$950,"=IFERROR(LEFT(I303,LEN(I303)-1)*10^(SEARCH(RIGHT(I303),""kmbt"")*3),I303)","=LEFT(D303,SEARCH(""·"",D303)-1)","=MID(D303,SEARCH(""·"",D303)+2,SEARCH(""·"",D303,SEARCH(""·"",D303)+1)-SEARCH(""·"",D303)-2)","=RIGHT(D303,4)",=K303+0.6*L303,=J303/N303,=J303/(0.6*L303)
9028,Formula 1 ,Sports Rollbots·$568,$1.2·$22·104%,Cryptorpious,$741,$1.2K,$1.93K,$950,"=IFERROR(LEFT(I304,LEN(I304)-1)*10^(SEARCH(RIGHT(I304),""kmbt"")*3),I304)","=LEFT(D304,SEARCH(""·"",D304)-1)","=MID(D304,SEARCH(""·"",D304)+2,SEARCH(""·"",D304,SEARCH(""·"",D304)+1)-SEARCH(""·"",D304)-2)","=RIGHT(D304,4)",=K304+0.6*L304,=J304/N304,=J304/(0.6*L304)
2253,Soccer ,Sports Rollbots·$568,$18.06·$46·104%,DLL1337,$803,$1.31K,$2.13K,$950,"=IFERROR(LEFT(I305,LEN(I305)-1)*10^(SEARCH(RIGHT(I305),""kmbt"")*3),I305)","=LEFT(D305,SEARCH(""·"",D305)-1)","=MID(D305,SEARCH(""·"",D305)+2,SEARCH(""·"",D305,SEARCH(""·"",D305)+1)-SEARCH(""·"",D305)-2)","=RIGHT(D305,4)",=K305+0.6*L305,=J305/N305,=J305/(0.6*L305)
735,Tennis ,Sports Rollbots·$568,$29.12·$20·101%,AyeZee,$649,$1.03K,$1.64K,$950,"=IFERROR(LEFT(I306,LEN(I306)-1)*10^(SEARCH(RIGHT(I306),""kmbt"")*3),I306)","=LEFT(D306,SEARCH(""·"",D306)-1)","=MID(D306,SEARCH(""·"",D306)+2,SEARCH(""·"",D306,SEARCH(""·"",D306)+1)-SEARCH(""·"",D306)-2)","=RIGHT(D306,4)",=K306+0.6*L306,=J306/N306,=J306/(0.6*L306)
6883,Formula 1 ,Sports Rollbots·$568,$2.4·$60·106%,LockeTBB,$894,$1.47K,$2.43K,$950,"=IFERROR(LEFT(I307,LEN(I307)-1)*10^(SEARCH(RIGHT(I307),""kmbt"")*3),I307)","=LEFT(D307,SEARCH(""·"",D307)-1)","=MID(D307,SEARCH(""·"",D307)+2,SEARCH(""·"",D307,SEARCH(""·"",D307)+1)-SEARCH(""·"",D307)-2)","=RIGHT(D307,4)",=K307+0.6*L307,=J307/N307,=J307/(0.6*L307)
9267,League of Legends ,Sports Rollbots·$568,$4.15·$24·105%,AyeZee,$785,$1.27K,$2.07K,$950,"=IFERROR(LEFT(I308,LEN(I308)-1)*10^(SEARCH(RIGHT(I308),""kmbt"")*3),I308)","=LEFT(D308,SEARCH(""·"",D308)-1)","=MID(D308,SEARCH(""·"",D308)+2,SEARCH(""·"",D308,SEARCH(""·"",D308)+1)-SEARCH(""·"",D308)-2)","=RIGHT(D308,4)",=K308+0.6*L308,=J308/N308,=J308/(0.6*L308)
2035,MMA ,Sports Rollbots·$568,$7.04·$28·104%,Bilkany,$780,$1.27K,$2.05K,$950,"=IFERROR(LEFT(I309,LEN(I309)-1)*10^(SEARCH(RIGHT(I309),""kmbt"")*3),I309)","=LEFT(D309,SEARCH(""·"",D309)-1)","=MID(D309,SEARCH(""·"",D309)+2,SEARCH(""·"",D309,SEARCH(""·"",D309)+1)-SEARCH(""·"",D309)-2)","=RIGHT(D309,4)",=K309+0.6*L309,=J309/N309,=J309/(0.6*L309)
8214,Darts ,Sports Rollbots·$568,$1.77·$24·101%,Hidden,$685,$1.1K,$1.75K,$950,"=IFERROR(LEFT(I310,LEN(I310)-1)*10^(SEARCH(RIGHT(I310),""kmbt"")*3),I310)","=LEFT(D310,SEARCH(""·"",D310)-1)","=MID(D310,SEARCH(""·"",D310)+2,SEARCH(""·"",D310,SEARCH(""·"",D310)+1)-SEARCH(""·"",D310)-2)","=RIGHT(D310,4)",=K310+0.6*L310,=J310/N310,=J310/(0.6*L310)
7146,Golf ,Sports Rollbots·$568,$4.34·$26·104%,Cryptorpious,$781,$1.27K,$2.06K,$950,"=IFERROR(LEFT(I311,LEN(I311)-1)*10^(SEARCH(RIGHT(I311),""kmbt"")*3),I311)","=LEFT(D311,SEARCH(""·"",D311)-1)","=MID(D311,SEARCH(""·"",D311)+2,SEARCH(""·"",D311,SEARCH(""·"",D311)+1)-SEARCH(""·"",D311)-2)","=RIGHT(D311,4)",=K311+0.6*L311,=J311/N311,=J311/(0.6*L311)
6175,MMA ,Sports Rollbots·$568,$1.41·$38·108%,Hidden,$879,$1.45K,$2.38K,$950,"=IFERROR(LEFT(I312,LEN(I312)-1)*10^(SEARCH(RIGHT(I312),""kmbt"")*3),I312)","=LEFT(D312,SEARCH(""·"",D312)-1)","=MID(D312,SEARCH(""·"",D312)+2,SEARCH(""·"",D312,SEARCH(""·"",D312)+1)-SEARCH(""·"",D312)-2)","=RIGHT(D312,4)",=K312+0.6*L312,=J312/N312,=J312/(0.6*L312)
4574,Soccer ,Sports Rollbots·$568,$9.03·$55·101%,LockeTBB,$718,$1.15K,$1.86K,$950,"=IFERROR(LEFT(I313,LEN(I313)-1)*10^(SEARCH(RIGHT(I313),""kmbt"")*3),I313)","=LEFT(D313,SEARCH(""·"",D313)-1)","=MID(D313,SEARCH(""·"",D313)+2,SEARCH(""·"",D313,SEARCH(""·"",D313)+1)-SEARCH(""·"",D313)-2)","=RIGHT(D313,4)",=K313+0.6*L313,=J313/N313,=J313/(0.6*L313)
8481,Boxing ,Sports Rollbots·$568,$11.09·$44·101%,DLL1337,$723,$1.16K,$1.87K,$950,"=IFERROR(LEFT(I314,LEN(I314)-1)*10^(SEARCH(RIGHT(I314),""kmbt"")*3),I314)","=LEFT(D314,SEARCH(""·"",D314)-1)","=MID(D314,SEARCH(""·"",D314)+2,SEARCH(""·"",D314,SEARCH(""·"",D314)+1)-SEARCH(""·"",D314)-2)","=RIGHT(D314,4)",=K314+0.6*L314,=J314/N314,=J314/(0.6*L314)
322,Australian Football ,Sports Rollbots·$568,$1.57·$30·106%,Hidden,$853,$1.4K,$2.29K,$950,"=IFERROR(LEFT(I315,LEN(I315)-1)*10^(SEARCH(RIGHT(I315),""kmbt"")*3),I315)","=LEFT(D315,SEARCH(""·"",D315)-1)","=MID(D315,SEARCH(""·"",D315)+2,SEARCH(""·"",D315,SEARCH(""·"",D315)+1)-SEARCH(""·"",D315)-2)","=RIGHT(D315,4)",=K315+0.6*L315,=J315/N315,=J315/(0.6*L315)
3447,Soccer ,Sports Rollbots·$568,$9.03·$55·104%,tb07,$806,$1.31K,$2.14K,$950,"=IFERROR(LEFT(I316,LEN(I316)-1)*10^(SEARCH(RIGHT(I316),""kmbt"")*3),I316)","=LEFT(D316,SEARCH(""·"",D316)-1)","=MID(D316,SEARCH(""·"",D316)+2,SEARCH(""·"",D316,SEARCH(""·"",D316)+1)-SEARCH(""·"",D316)-2)","=RIGHT(D316,4)",=K316+0.6*L316,=J316/N316,=J316/(0.6*L316)
9035,Basketball ,Sports Rollbots·$568,$5.85·$30·111%,Hidden,$945,$1.57K,$2.6K,$950,"=IFERROR(LEFT(I317,LEN(I317)-1)*10^(SEARCH(RIGHT(I317),""kmbt"")*3),I317)","=LEFT(D317,SEARCH(""·"",D317)-1)","=MID(D317,SEARCH(""·"",D317)+2,SEARCH(""·"",D317,SEARCH(""·"",D317)+1)-SEARCH(""·"",D317)-2)","=RIGHT(D317,4)",=K317+0.6*L317,=J317/N317,=J317/(0.6*L317)
8116,Handball ,Sports Rollbots·$568,$3.52·$26·101%,Hidden,$705,$1.13K,$1.82K,$958,"=IFERROR(LEFT(I318,LEN(I318)-1)*10^(SEARCH(RIGHT(I318),""kmbt"")*3),I318)","=LEFT(D318,SEARCH(""·"",D318)-1)","=MID(D318,SEARCH(""·"",D318)+2,SEARCH(""·"",D318,SEARCH(""·"",D318)+1)-SEARCH(""·"",D318)-2)","=RIGHT(D318,4)",=K318+0.6*L318,=J318/N318,=J318/(0.6*L318)
5407,Ice Hockey ,Sports Rollbots·$568,$26.8·$38·103%,AyeZee,$768,$1.24K,$2.01K,$975,"=IFERROR(LEFT(I319,LEN(I319)-1)*10^(SEARCH(RIGHT(I319),""kmbt"")*3),I319)","=LEFT(D319,SEARCH(""·"",D319)-1)","=MID(D319,SEARCH(""·"",D319)+2,SEARCH(""·"",D319,SEARCH(""·"",D319)+1)-SEARCH(""·"",D319)-2)","=RIGHT(D319,4)",=K319+0.6*L319,=J319/N319,=J319/(0.6*L319)
5383,Basketball ,Sports Rollbots·$568,$17.55·$55·103%,Cougar Fox,$790,$1.28K,$2.08K,$975,"=IFERROR(LEFT(I320,LEN(I320)-1)*10^(SEARCH(RIGHT(I320),""kmbt"")*3),I320)","=LEFT(D320,SEARCH(""·"",D320)-1)","=MID(D320,SEARCH(""·"",D320)+2,SEARCH(""·"",D320,SEARCH(""·"",D320)+1)-SEARCH(""·"",D320)-2)","=RIGHT(D320,4)",=K320+0.6*L320,=J320/N320,=J320/(0.6*L320)
9623,Formula 1 ,Sports Rollbots·$568,$1.2·$30·106%,AyeZee,$816,$1.33K,$2.17K,$975,"=IFERROR(LEFT(I321,LEN(I321)-1)*10^(SEARCH(RIGHT(I321),""kmbt"")*3),I321)","=LEFT(D321,SEARCH(""·"",D321)-1)","=MID(D321,SEARCH(""·"",D321)+2,SEARCH(""·"",D321,SEARCH(""·"",D321)+1)-SEARCH(""·"",D321)-2)","=RIGHT(D321,4)",=K321+0.6*L321,=J321/N321,=J321/(0.6*L321)
9600,Boxing ,Sports Rollbots·$568,$8.31·$50·102%,Hidden,$762,$1.23K,$2K,$978,"=IFERROR(LEFT(I322,LEN(I322)-1)*10^(SEARCH(RIGHT(I322),""kmbt"")*3),I322)","=LEFT(D322,SEARCH(""·"",D322)-1)","=MID(D322,SEARCH(""·"",D322)+2,SEARCH(""·"",D322,SEARCH(""·"",D322)+1)-SEARCH(""·"",D322)-2)","=RIGHT(D322,4)",=K322+0.6*L322,=J322/N322,=J322/(0.6*L322)
9713,Soccer ,Sports Rollbots·$568,$13.54·$32·109%,ELI,$907,$1.5K,$2.47K,$980,"=IFERROR(LEFT(I323,LEN(I323)-1)*10^(SEARCH(RIGHT(I323),""kmbt"")*3),I323)","=LEFT(D323,SEARCH(""·"",D323)-1)","=MID(D323,SEARCH(""·"",D323)+2,SEARCH(""·"",D323,SEARCH(""·"",D323)+1)-SEARCH(""·"",D323)-2)","=RIGHT(D323,4)",=K323+0.6*L323,=J323/N323,=J323/(0.6*L323)
199,Rugby ,Sports Rollbots·$568,$1.33·$20·113%,bomby223,$1.01K,$1.69K,$2.83K,$980,"=IFERROR(LEFT(I324,LEN(I324)-1)*10^(SEARCH(RIGHT(I324),""kmbt"")*3),I324)","=LEFT(D324,SEARCH(""·"",D324)-1)","=MID(D324,SEARCH(""·"",D324)+2,SEARCH(""·"",D324,SEARCH(""·"",D324)+1)-SEARCH(""·"",D324)-2)","=RIGHT(D324,4)",=K324+0.6*L324,=J324/N324,=J324/(0.6*L324)
8099,Ice Hockey ,Sports Rollbots·$568,$8.93·$32·104%,Hidden,$763,$1.24K,$2K,$980,"=IFERROR(LEFT(I325,LEN(I325)-1)*10^(SEARCH(RIGHT(I325),""kmbt"")*3),I325)","=LEFT(D325,SEARCH(""·"",D325)-1)","=MID(D325,SEARCH(""·"",D325)+2,SEARCH(""·"",D325,SEARCH(""·"",D325)+1)-SEARCH(""·"",D325)-2)","=RIGHT(D325,4)",=K325+0.6*L325,=J325/N325,=J325/(0.6*L325)
3605,American Football ,Sports Rollbots·$568,$2.12·$38·101%,bomby223,$686,$1.1K,$1.76K,$980,"=IFERROR(LEFT(I326,LEN(I326)-1)*10^(SEARCH(RIGHT(I326),""kmbt"")*3),I326)","=LEFT(D326,SEARCH(""·"",D326)-1)","=MID(D326,SEARCH(""·"",D326)+2,SEARCH(""·"",D326,SEARCH(""·"",D326)+1)-SEARCH(""·"",D326)-2)","=RIGHT(D326,4)",=K326+0.6*L326,=J326/N326,=J326/(0.6*L326)
3906,Alpine Skiing ,Sports Rollbots·$568,$2.11·$20·103%,Hidden,$794,$1.29K,$2.1K,$988,"=IFERROR(LEFT(I327,LEN(I327)-1)*10^(SEARCH(RIGHT(I327),""kmbt"")*3),I327)","=LEFT(D327,SEARCH(""·"",D327)-1)","=MID(D327,SEARCH(""·"",D327)+2,SEARCH(""·"",D327,SEARCH(""·"",D327)+1)-SEARCH(""·"",D327)-2)","=RIGHT(D327,4)",=K327+0.6*L327,=J327/N327,=J327/(0.6*L327)
7336,Cycling ,Sports Rollbots·$568,$1.02·$22·102%,Hidden,$783,$1.27K,$2.06K,$988,"=IFERROR(LEFT(I328,LEN(I328)-1)*10^(SEARCH(RIGHT(I328),""kmbt"")*3),I328)","=LEFT(D328,SEARCH(""·"",D328)-1)","=MID(D328,SEARCH(""·"",D328)+2,SEARCH(""·"",D328,SEARCH(""·"",D328)+1)-SEARCH(""·"",D328)-2)","=RIGHT(D328,4)",=K328+0.6*L328,=J328/N328,=J328/(0.6*L328)
5239,Tennis ,Sports Rollbots·$568,$29.12·$32·113%,Matt23842,$1.03K,$1.71K,$2.87K,$990,"=IFERROR(LEFT(I329,LEN(I329)-1)*10^(SEARCH(RIGHT(I329),""kmbt"")*3),I329)","=LEFT(D329,SEARCH(""·"",D329)-1)","=MID(D329,SEARCH(""·"",D329)+2,SEARCH(""·"",D329,SEARCH(""·"",D329)+1)-SEARCH(""·"",D329)-2)","=RIGHT(D329,4)",=K329+0.6*L329,=J329/N329,=J329/(0.6*L329)
5188,MMA ,Sports Rollbots·$568,$4.22·$70·107%,johnnycash5,$928,$1.53K,$2.54K,$990,"=IFERROR(LEFT(I330,LEN(I330)-1)*10^(SEARCH(RIGHT(I330),""kmbt"")*3),I330)","=LEFT(D330,SEARCH(""·"",D330)-1)","=MID(D330,SEARCH(""·"",D330)+2,SEARCH(""·"",D330,SEARCH(""·"",D330)+1)-SEARCH(""·"",D330)-2)","=RIGHT(D330,4)",=K330+0.6*L330,=J330/N330,=J330/(0.6*L330)
7813,League of Legends ,Sports Rollbots·$568,$5.53·$60·101%,uncle_V,$754,$1.22K,$1.97K,$990,"=IFERROR(LEFT(I331,LEN(I331)-1)*10^(SEARCH(RIGHT(I331),""kmbt"")*3),I331)","=LEFT(D331,SEARCH(""·"",D331)-1)","=MID(D331,SEARCH(""·"",D331)+2,SEARCH(""·"",D331,SEARCH(""·"",D331)+1)-SEARCH(""·"",D331)-2)","=RIGHT(D331,4)",=K331+0.6*L331,=J331/N331,=J331/(0.6*L331)
4479,Volleyball ,Sports Rollbots·$568,$6.3·$70·103%,Zhaciegg,$829,$1.35K,$2.21K,$995,"=IFERROR(LEFT(I332,LEN(I332)-1)*10^(SEARCH(RIGHT(I332),""kmbt"")*3),I332)","=LEFT(D332,SEARCH(""·"",D332)-1)","=MID(D332,SEARCH(""·"",D332)+2,SEARCH(""·"",D332,SEARCH(""·"",D332)+1)-SEARCH(""·"",D332)-2)","=RIGHT(D332,4)",=K332+0.6*L332,=J332/N332,=J332/(0.6*L332)
6053,League of Legends ,Sports Rollbots·$568,$5.53·$65·115%,Zhaciegg,$1.18K,$2.01K,$3.42K,$995,"=IFERROR(LEFT(I333,LEN(I333)-1)*10^(SEARCH(RIGHT(I333),""kmbt"")*3),I333)","=LEFT(D333,SEARCH(""·"",D333)-1)","=MID(D333,SEARCH(""·"",D333)+2,SEARCH(""·"",D333,SEARCH(""·"",D333)+1)-SEARCH(""·"",D333)-2)","=RIGHT(D333,4)",=K333+0.6*L333,=J333/N333,=J333/(0.6*L333)
6790,Basketball ,Sports Rollbots·$568,$5.85·$80·115%,Zhaciegg,$1.17K,$1.98K,$3.36K,$995,"=IFERROR(LEFT(I334,LEN(I334)-1)*10^(SEARCH(RIGHT(I334),""kmbt"")*3),I334)","=LEFT(D334,SEARCH(""·"",D334)-1)","=MID(D334,SEARCH(""·"",D334)+2,SEARCH(""·"",D334,SEARCH(""·"",D334)+1)-SEARCH(""·"",D334)-2)","=RIGHT(D334,4)",=K334+0.6*L334,=J334/N334,=J334/(0.6*L334)
5927,Counter-Strike ,Sports Rollbots·$568,$37.26·$36·111%,Hidden,$988,$1.64K,$2.74K,$995,"=IFERROR(LEFT(I335,LEN(I335)-1)*10^(SEARCH(RIGHT(I335),""kmbt"")*3),I335)","=LEFT(D335,SEARCH(""·"",D335)-1)","=MID(D335,SEARCH(""·"",D335)+2,SEARCH(""·"",D335,SEARCH(""·"",D335)+1)-SEARCH(""·"",D335)-2)","=RIGHT(D335,4)",=K335+0.6*L335,=J335/N335,=J335/(0.6*L335)
1906,MMA ,Sports Rollbots·$568,$14.08·$38·111%,Hidden,$1.05K,$1.76K,$2.95K,$995,"=IFERROR(LEFT(I336,LEN(I336)-1)*10^(SEARCH(RIGHT(I336),""kmbt"")*3),I336)","=LEFT(D336,SEARCH(""·"",D336)-1)","=MID(D336,SEARCH(""·"",D336)+2,SEARCH(""·"",D336,SEARCH(""·"",D336)+1)-SEARCH(""·"",D336)-2)","=RIGHT(D336,4)",=K336+0.6*L336,=J336/N336,=J336/(0.6*L336)
9442,Soccer ,Sports Rollbots·$568,$4.51·$42·109%,AyeZee,$911,$1.5K,$2.48K,$995,"=IFERROR(LEFT(I337,LEN(I337)-1)*10^(SEARCH(RIGHT(I337),""kmbt"")*3),I337)","=LEFT(D337,SEARCH(""·"",D337)-1)","=MID(D337,SEARCH(""·"",D337)+2,SEARCH(""·"",D337,SEARCH(""·"",D337)+1)-SEARCH(""·"",D337)-2)","=RIGHT(D337,4)",=K337+0.6*L337,=J337/N337,=J337/(0.6*L337)
1171,MMA ,Sports Rollbots·$568,$1.41·$32·110%,AyeZee,$923,$1.53K,$2.52K,$995,"=IFERROR(LEFT(I338,LEN(I338)-1)*10^(SEARCH(RIGHT(I338),""kmbt"")*3),I338)","=LEFT(D338,SEARCH(""·"",D338)-1)","=MID(D338,SEARCH(""·"",D338)+2,SEARCH(""·"",D338,SEARCH(""·"",D338)+1)-SEARCH(""·"",D338)-2)","=RIGHT(D338,4)",=K338+0.6*L338,=J338/N338,=J338/(0.6*L338)
4463,Basketball ,Sports Rollbots·$568,$17.55·$36·102%,trulysami,$720,$1.16K,$1.86K,$999,"=IFERROR(LEFT(I339,LEN(I339)-1)*10^(SEARCH(RIGHT(I339),""kmbt"")*3),I339)","=LEFT(D339,SEARCH(""·"",D339)-1)","=MID(D339,SEARCH(""·"",D339)+2,SEARCH(""·"",D339,SEARCH(""·"",D339)+1)-SEARCH(""·"",D339)-2)","=RIGHT(D339,4)",=K339+0.6*L339,=J339/N339,=J339/(0.6*L339)
8074,Soccer ,Sports Rollbots·$568,$4.51·$24·116%,Greenboy,$1.07K,$1.81K,$3.04K,$999,"=IFERROR(LEFT(I340,LEN(I340)-1)*10^(SEARCH(RIGHT(I340),""kmbt"")*3),I340)","=LEFT(D340,SEARCH(""·"",D340)-1)","=MID(D340,SEARCH(""·"",D340)+2,SEARCH(""·"",D340,SEARCH(""·"",D340)+1)-SEARCH(""·"",D340)-2)","=RIGHT(D340,4)",=K340+0.6*L340,=J340/N340,=J340/(0.6*L340)
1492,Soccer ,Sports Rollbots·$568,$4.51·$32·108%,Hidden,$862,$1.41K,$2.32K,$999,"=IFERROR(LEFT(I341,LEN(I341)-1)*10^(SEARCH(RIGHT(I341),""kmbt"")*3),I341)","=LEFT(D341,SEARCH(""·"",D341)-1)","=MID(D341,SEARCH(""·"",D341)+2,SEARCH(""·"",D341,SEARCH(""·"",D341)+1)-SEARCH(""·"",D341)-2)","=RIGHT(D341,4)",=K341+0.6*L341,=J341/N341,=J341/(0.6*L341)
5784,Tennis ,Sports Rollbots·$568,$14.56·$42·107%,Hidden,$865,$1.42K,$2.33K,$999,"=IFERROR(LEFT(I342,LEN(I342)-1)*10^(SEARCH(RIGHT(I342),""kmbt"")*3),I342)","=LEFT(D342,SEARCH(""·"",D342)-1)","=MID(D342,SEARCH(""·"",D342)+2,SEARCH(""·"",D342,SEARCH(""·"",D342)+1)-SEARCH(""·"",D342)-2)","=RIGHT(D342,4)",=K342+0.6*L342,=J342/N342,=J342/(0.6*L342)
5943,American Football ,Sports Rollbots·$568,$3.17·$48·106%,Zhaciegg,$863,$1.42K,$2.32K,$999,"=IFERROR(LEFT(I343,LEN(I343)-1)*10^(SEARCH(RIGHT(I343),""kmbt"")*3),I343)","=LEFT(D343,SEARCH(""·"",D343)-1)","=MID(D343,SEARCH(""·"",D343)+2,SEARCH(""·"",D343,SEARCH(""·"",D343)+1)-SEARCH(""·"",D343)-2)","=RIGHT(D343,4)",=K343+0.6*L343,=J343/N343,=J343/(0.6*L343)
9393,Ice Hockey ,Sports Rollbots·$568,$17.87·$46·106%,NickKopanas,$863,$1.42K,$2.32K,$999,"=IFERROR(LEFT(I344,LEN(I344)-1)*10^(SEARCH(RIGHT(I344),""kmbt"")*3),I344)","=LEFT(D344,SEARCH(""·"",D344)-1)","=MID(D344,SEARCH(""·"",D344)+2,SEARCH(""·"",D344,SEARCH(""·"",D344)+1)-SEARCH(""·"",D344)-2)","=RIGHT(D344,4)",=K344+0.6*L344,=J344/N344,=J344/(0.6*L344)
